idGrasa,Grado NLGI Consistencia,Viscosidad del Aceite Base a 40 °C,Punto de Gota °C,"Punto de Soldadura Cuatro Bolas, kgf",Temperatura de Servicio °C min,Temperatura de Servicio °C max,Penetracion de Cono a 25 °C 0.1mm min,Penetracion de Cono a 25 °C 0.1mm max,Estabilidad Mecánica % min,Estabilidad Mecánica % max,Resistencia al Lavado por Agua a 80 °C % min,Resistencia al Lavado por Agua a 80 °C % max
47,0.8849709460565327,405.0275503733991,227.07092655401559,400.8410910493317,3.2132990283053964,133.59826354509897,327.92747454897847,312.6405339228888,10.534280934406198,7.2451520764055415,5.442920209480066,3.82637123363729
48,2.3044114961105087,792.590516198044,301.50683825611713,746.1822314804257,-10.353538200534995,119.66684379979799,293.0401279027275,286.90578646650613,7.1288802985043365,1.0853179512465019,4.3285302889585315,2.817424060163157
49,0.4774422455413494,246.1616983629067,252.13877969449368,331.19182185390116,-13.451301778403035,141.21983660351518,309.0441168770622,321.25069299455913,2.6254037908592194,8.261584686909906,2.509006823658951,4.0905950397009585
50,1.5704857499426104,148.43348977563716,251.04968500972726,435.31269547229954,-26.49105242777349,101.25681032950126,300.8673497755636,342.62121770367395,3.0559030279030437,11.434754487830869,0.6771683282211043,2.387281940185685
52,0.5665331141231431,116.87659849809796,277.18128635647537,600.5413689417536,-10.238588909607618,109.45127394813258,353.5977334910073,356.160924437718,9.208009897456598,8.651450161522787,3.9093774427824366,3.5593228796240073
53,0.4136510183621991,626.4604801537578,284.6621729830712,725.3857087023011,-3.6286629271397963,161.14737544873645,319.005584161272,300.9776219275635,8.944409406408077,11.120541458232037,3.1056191999449854,3.4238653447756797
55,2.612386799541632,247.5070140034024,285.00253953848727,265.18857110364866,0.5248916983842733,150.05135284771214,283.6706666169789,300.76793355287407,2.9489282414635225,7.41712864457323,1.8583036288554073,2.315718488050746
56,1.9022163402260395,335.34477122690464,268.3800974045953,683.8267230883254,5.412510375247699,143.71130238627194,277.82009878953727,274.5477827003119,5.226863196956024,8.69799302523739,3.044371854467597,3.869112730112964
57,2.7065467320646373,441.048833857966,329.58824123912325,584.2307289925321,-2.682257460027948,178.88854504171556,263.80921474772623,279.61078440956135,2.214652177794487,3.685977861834167,1.5835241601003536,1.8032985772044308
58,1.2850127935308784,109.6546663468826,233.17024481305134,268.67972197871734,-11.742129616194195,138.22579660632198,302.60842283105427,315.4614807632553,3.124627501951319,11.974424798159983,0.3711989373458975,2.7519527452757697
60,1.951891362340121,87.11989014520373,256.1808827045096,268.14628836143606,-12.770614272801879,108.5877889122818,272.0794681363267,287.4577795960402,5.844044955396607,10.09089298058941,4.154676449035719,4.899199704759892
61,1.3061302656256406,112.08840298798151,233.12563045323182,259.52092426219156,-12.616961543069145,98.82323793910662,297.1571921699712,323.5081199772278,0.3004373568377301,9.597133109124346,1.107792625961443,4.124665011630075
62,1.1059064930532339,203.72483343627806,238.80855785391455,252.5155421590889,-11.571732743267162,170.03240975455097,311.3787994092603,312.0587527504351,7.130332330900361,6.992795272741089,2.0696916640457554,2.789380203891405
63,1.19273371502597,1041.6917796356215,228.64390873813406,672.2795881575606,-9.263449355893965,126.04289706139919,286.49198489398094,286.3761598358411,5.068529996049771,4.0654526085175435,3.343671626777187,3.469358551656347
64,1.25389693807104,1501.2755563164824,320.4456027818561,840.1579546429587,-8.398999905283393,195.28411893391373,281.37738689822277,290.7363960683774,1.933300715919101,2.483037432487255,0.2027307772725977,0.48659698808991525
65,1.3682337467724175,85.68556788528485,251.9141534104749,343.51083496312475,-13.822222016136099,112.73740106805367,280.102179077402,300.523164503943,0.9367288474881255,8.6598031847124,1.7310095543982076,3.9998121478346693
66,1.9211480611679201,96.9459859776947,242.34750168963774,432.5251090982941,-13.337943748176873,109.04769870217797,273.1197678724898,282.27175694838644,5.661034282731909,9.319471313837628,3.4872556427357995,4.261139607623656
67,1.7361059895836646,115.41683456688367,288.9457159107325,352.6924240497915,-15.16326627690555,190.024738475977,277.8807403636222,288.46655656225073,1.603030237818099,4.324985617163012,2.3258519314879003,2.978287130195775
68,1.8505449790049897,1656.2207184952615,250.24017294368934,847.8177100430541,-11.336247246068574,124.98954321774035,289.44100362329226,302.4130269874144,3.0098121277303718,4.524850633212413,1.6705139592309184,1.6437758595204888
69,1.7847069287851982,228.9471854084759,259.9637029937814,370.03983034543444,1.731827444106031,176.98420714766235,270.0408208411166,268.12040768927426,7.3453123602310235,5.387882569283699,3.756918564941677,3.2673470964718425
70,2.1796314757074327,635.1069176650132,312.46418494214674,728.331249660575,-3.485932205924307,128.04953751567035,292.4997547942801,290.35515978157963,5.603738822210079,3.044214642332868,3.352457767836541,2.6297616605449474
72,2.0130003975151456,217.38601706253178,302.68271289388224,539.8591893508326,-10.289606665695459,139.9599397353228,259.8428627025167,288.1398388373536,1.6099007846675022,9.291841959070979,0.4882529284477708,2.616423626514753
73,2.709118770586215,161.73512814856525,323.5219091883763,604.9526132986751,-28.15453910002404,156.09672354261275,274.4085880926647,289.9175593172951,1.4898847393351362,1.8240154271666738,2.479034578237338,2.8078565493529
74,0.9481210898665084,959.6627825050327,293.8864780255988,862.7404702465839,-17.647978707090886,137.948599536591,313.7723289616564,339.71314931445204,1.2347288848504165,2.293166673336098,1.3741313632634082,1.673572635184322
75,2.38159975134295,106.10883899065811,258.7012064580488,483.0811011471426,-20.19270940163148,123.32053253462638,303.81263075952234,302.61639703328694,5.779355599263495,5.246298486120632,2.252469248960857,2.4035682587859593
76,0.9524529098724503,747.3508223973813,308.96961090566924,878.6500017038709,-12.937194960461635,160.2381499592242,301.69183324548385,296.46414214830304,5.606683946845887,0.1675051000897323,2.2519502414843364,1.0456166439352015
77,0.7189367577436077,59.193431024749884,292.7465056328661,271.8089161190168,-19.70437402285807,96.95681776490565,310.5596523421426,352.5106600355018,3.7903647267775216,8.164496733065514,3.9310829503391,5.057256778512603
78,1.9199745424429024,483.8155204275392,261.6951166961351,722.1674253536418,2.763382333843012,180.34543518077922,273.4591703557685,256.04073405427215,2.5165773452488667,3.7327560808332834,0.8174449699100794,1.243210109718061
79,2.1398884770017097,382.4298934154061,254.50280987427664,735.5328226810723,-1.2154355371794345,129.76131079344762,292.5711420367643,293.65131258822385,5.559863127188159,5.775752218508893,1.7414682483507116,1.8483565163396154
80,0.9740184481031977,592.591111899471,299.4163074814486,898.2920342476823,-8.359270917688288,117.15029769335695,319.4060596711455,319.57904181857543,5.534214230593824,1.8509911023242598,1.697668520454551,0.8449247074318216
81,0.696577414440529,88.29250027217574,251.87741537850383,252.73839692440413,-4.83875829998075,190.8988562591781,345.6717638030234,322.7209911762959,8.555446272633297,4.652880851888323,3.9108553652688522,3.4468636650157976
82,1.3014013523667267,107.46939589368469,206.99783111564753,260.8712940207737,-21.162074836181493,133.34703606179278,280.37847765909464,292.0935186538381,1.1112698821801161,7.909273474820113,0.13439475067392692,2.1982229381861345
83,0.2468129954948295,680.2174198207252,286.4689966889528,889.4665405729038,-28.499803622277806,126.89362016630031,336.88429097366316,374.1264436472733,7.499087773848373,5.164300339858144,3.5394636396574155,3.098202740863531
84,0.42488499832507776,278.41445703574607,271.4158947605039,294.50399967309363,-31.038081809431617,138.02476304260784,325.24174023990935,375.14188100976065,0.3256229473051002,3.9516649196631053,1.8367808404519974,3.783498645197909
85,1.5528436288165202,123.39360777321576,282.1335643131781,579.9198318474266,-33.82555796843525,96.3289373782703,282.3955729467692,295.327754043857,2.3294854190176624,5.310913466845001,2.6888644852547703,3.3120830841396014
87,1.022140944076542,302.5966556702085,325.65083302078517,816.6982298228554,-6.861294288663089,200.8765543252658,314.8317970461014,315.9635574605343,1.3284038279985912,4.703844321893027,0.977885496386576,1.9955295180828605
89,2.0538653779093954,825.0953760898697,286.6116131483318,295.8906796328133,-11.46624429840152,155.87931037592668,260.753345579513,285.55345124989753,3.32595754143404,2.546344427632172,2.127405276092137,1.9703098994316712
90,2.5587123255755735,353.9425184269654,270.3958014929296,507.09138033581473,-18.582059269616735,103.07640098756305,253.86379861715753,272.570844183994,2.5237991273124347,5.105031878796725,2.220978028876807,2.8455886477711205
92,0.4844351203711841,89.33646083738995,208.8945605163043,500.37476495205493,-5.614228557387637,141.35677522332432,343.3203757934091,368.5962781104489,3.332413736965371,11.285673261001023,1.4979212889621916,3.5024246857490784
93,0.03006906045883273,368.04226191422765,229.5291935390991,846.7651811572389,-35.65058898994435,100.04095138404341,355.21040009733974,403.6062365589748,5.405311422226566,6.359577674536952,3.0838408409931453,3.3626083296693214
94,1.4286974505343613,165.1525480506579,309.02230315969666,723.9595459565352,-17.115354436607397,150.09377094227574,287.34410866287527,298.0965987583178,1.618761888970182,2.6256458326269763,1.8568282557279583,2.594516877246513
95,1.2570989830008625,595.8927433986054,295.3085631522571,815.890543044468,-10.064711206754993,179.55291047710173,284.63662651322466,270.1924035605559,6.865084466432565,2.105855456032783,1.8210862045171594,0.48293428393602644
98,2.7130370231798207,617.0020613003088,314.73999800781087,510.098561999641,1.2609901742768415,198.99023214953098,224.83406848013647,246.73016934576827,2.1404034418989073,10.241681476216309,1.6487024103061942,3.1640066079166216
99,1.071342316098336,67.72755895076028,250.26454021201857,292.18827575038904,-3.391481584264504,162.903900623393,322.4227618989668,332.1126588025496,6.002322010468118,9.152406188515855,2.0419309027787165,3.2061994441560815
100,2.1322708372489623,261.91763136864427,271.4587600231964,316.4893043960775,-16.282328109519728,139.61780933465852,296.50816104583413,299.2592066329153,4.78273566570348,7.422882228730375,1.7596113382209675,2.2978196700011133
101,2.8087008257158335,512.326374995303,303.6176393277982,630.7861639596707,-3.74590482817176,124.41578250741456,271.97199744093336,281.03639909196454,5.712415097353012,1.5671902113971825,1.6954085649225945,0.7901692194580463
102,2.1059807128650148,262.72180421567555,298.25981036987343,769.7777582509934,-14.540214510158247,165.33935653247352,289.8001902096185,298.84611780011744,3.002030494456739,10.237038555488494,0.9781714743086156,2.8650790325222184
103,0.33136855180946156,226.02124296286536,205.75720069706736,329.61475629304755,-28.80822308294171,87.16446800394603,323.0142166357654,344.6918336038855,6.988049925547918,6.144434225258007,2.2085576663993964,2.0662185083995963
104,1.7374631783063572,129.02298940941813,100.87760122352972,289.1449298927697,-8.72107800018794,118.83588902616582,284.0442523315375,280.5195347250704,3.5791427673167004,9.552320885705406,1.6481602938695166,3.2249975404738453
105,0.8807970091922739,437.5165670798012,264.3586134327097,276.7109516746025,-13.930293658675925,183.9509929054321,316.57305061091,336.2482229267705,4.500357408170843,4.254181451684323,2.109191630483952,2.2342932612002486
106,2.2708518059424443,101.80029800748082,316.18601878677623,409.60849500437604,-20.2671501482234,177.82370448878564,254.91969992592917,287.3473040262973,0.08993543679341176,4.775525002859001,0.2608776325496023,2.7642927277751315
107,2.9366130456596027,123.48047935419885,246.92553278285357,251.4528000686363,-0.22640833815396277,133.63912420020432,254.1534859777356,255.07981766234968,6.845330786747601,4.873003844143991,4.771481504867114,4.4064612313455145
108,0.554920963420519,249.60495474417064,225.28225628283542,552.9318080833509,-12.284741234401348,124.70693472728308,311.1215749677638,314.18941312195955,5.574979483214424,7.351686153685353,1.8107433916927138,2.342797599698142
109,0.5198048981651513,699.3809610336934,299.17237539719997,678.6545586045852,-28.87408433649597,127.97895466078748,311.5228559727002,328.08114044194906,5.153938184390763,5.49131337994701,2.3878664584121023,2.421092606653715
110,1.9288667710134997,499.15595087597785,289.34256691078076,290.85568846090985,-15.764762480044254,158.8863999625258,287.3125613460257,300.47795661335743,7.150925723145625,1.2288137638293444,2.523739115006883,1.4160480623311507
111,1.5526455097660643,906.5298924184128,292.8740149400427,693.216609657386,-3.8619669191700012,177.76467492726124,296.70505538439204,293.5995355301161,6.092947951819686,0.4340436248007,1.5130712841774003,0.5794571249416978
112,1.6684807779142794,155.61174094471767,203.25610092352116,320.24442139232826,-12.695266162127936,109.02626148830876,283.67757863623086,276.5651417581065,10.921483840894766,13.522409772595601,5.473247131265113,4.280724940771873
113,2.1157084827791435,546.4876128998353,294.05486466371497,770.2248917300021,-6.187050138774257,163.766890179945,256.3951724954643,257.3318432527079,6.903388713874091,5.985063166814258,3.2717646508568916,2.7174058734901427
114,2.7584690637480467,417.51489909405535,191.45381778808476,253.34343446645394,-12.204975062576029,116.39287065488699,256.8488269271801,264.89132237907006,4.309288768171764,4.463165368135944,2.2785162036166238,2.7748486179379834
115,0.5250049394761604,138.31833062964978,245.0940433758387,323.2206231454467,-13.264737128137707,146.6208541339189,337.8878420014821,392.22325384605483,0.10109687838784165,4.108428181765173,0.438421913780479,2.702075044657653
116,0.23555364756199504,1235.2638265460337,187.21469005162925,345.20488011152815,-14.1906771183314,118.59581112160981,349.867270800613,386.847019801411,9.514478310788522,4.90320415207711,3.6693249499123457,2.58627581492399
117,2.1321059497957586,477.01772660802624,215.2140821754924,461.9373128662633,-18.298457814389177,97.81785058845023,302.172746540028,297.7355269266617,7.963452843787514,6.630176097674601,4.4887980127418174,4.444396341074624
119,2.448080204855322,198.06607969153495,282.2350440176574,346.053617667925,-19.735270206160997,147.60872314253618,282.52569692618204,296.14651515004556,2.4425541991641087,4.185238728144822,1.8858705716276913,2.598638123486061
120,0.49278822131628797,525.9208603084078,294.36122444033606,683.3983857369892,-7.940570490565175,192.46527162636806,336.71927821916546,331.8473825438306,5.831955924609914,0.6696871946806713,2.411550756493788,1.8632730998819822
123,1.7355801003054736,981.0448084632026,294.98072789305286,560.6025896427316,-9.829904233149875,175.8028705769856,289.255888931283,282.48659376550654,3.3849889503195447,4.509125145366688,3.417192664507107,3.3494262254653844
125,1.6333738002820297,347.39720441226103,246.7973803984151,361.877239680964,-10.351309077981412,134.84643173013396,318.5606150707424,308.17398108180356,6.14705778573008,6.170922879165918,3.798438459097774,3.959393583803574
126,2.6701115925373413,40.45141807225161,291.88469516705794,303.159021620626,-10.809820343650589,150.90039330196961,273.3219878204864,286.1432823617018,0.7135054603263593,9.282216417061024,2.3168553431117966,4.836917583123881
128,0.5043037806192965,639.118948721569,282.69118432330606,534.5028241225037,3.477563064577538,189.92553573289987,318.8506055547432,318.82624293317394,4.059034656956786,13.62371533929713,3.2727023496487435,5.121181100324046
129,0.6001232668685583,799.6675306742189,260.1512313306995,656.4275820358578,-6.785883527906904,158.44825570340907,318.5574523652682,313.33860168579884,8.160947738607767,0.19918053664440993,2.781445394492419,1.0420469293874397
130,2.397753869422954,337.001964759381,309.08562344796866,354.9495411370543,-11.54748855272624,115.86161679207842,253.20069886489176,276.53146515332634,8.164801323291348,8.065509957721194,5.180639877124627,4.594315261005562
131,1.6964504960735156,81.39558818809746,181.22579804657877,302.20774716599817,-5.771462465397974,132.90632627338184,303.2021219160544,299.6655376250493,4.874589323585209,11.971871764224002,1.042056198912022,2.6916601480020104
132,0.7386283638204145,651.0823509942766,254.3922487218094,568.0177847106137,-12.604283858619851,178.89749745178105,312.59177810349775,292.4364241833538,8.327563899572672,6.119681146438388,1.4307850549507164,0.9131356503744943
133,0.33060466213091644,1484.4016005444705,311.7767967500399,916.337685508257,-5.6173611883271235,170.31825607897633,320.6022078423338,322.1247175034715,7.871878710628446,2.8656821762212643,1.3410994319225995,0.4488788379515358
134,1.1761738923227782,116.96566138557563,306.6400742811137,411.0925946675249,-1.5041472493411945,166.2905970175958,326.532988433709,328.4368213833569,2.659192904476968,4.172421131849237,3.105465526862624,4.084339615168365
135,1.6727061839512238,44.89105313720154,290.25493421,327.989387831348,-15.626028216919359,154.65481514853994,307.1111538726688,340.05375422276154,0.2870679758602468,9.332568748186365,1.4195504682378728,4.293209019924572
136,2.1449275356722923,1728.637462577303,267.10730844570503,701.3181613322172,-1.2967190506791226,181.50547584625022,274.5109056242785,273.88983017089345,3.734498574547033,4.137708027214057,1.7093885269802387,1.7003234781349468
137,2.597486164737969,382.5539868313125,319.85039910367925,901.4163130048108,-9.899180181315934,137.9041551846146,242.85529062145727,268.78667835400387,0.9421204031393837,6.240011728379928,1.0499664428583606,2.3520915842956485
138,1.6528622343645443,417.33935431557074,324.894300339149,885.402999527319,-23.74268910199083,153.317946688409,288.5604493274924,280.7771419783714,9.209226983604557,1.6224771325468859,3.176798405570281,1.4119343738185532
139,0.9042002501935178,1000.3043761164994,229.82432226667996,549.9999966038497,-11.301506582784313,167.1042725974746,320.1053136627062,315.0727034299249,5.515767162221268,2.771375536959161,3.309206792178337,2.6231462892288517
140,1.5363949227146436,356.6685218954766,252.0901895699077,681.1194200482223,-3.6267750577772695,124.57671341594167,293.4585876332039,294.1470245094762,8.375768704346628,7.428101965203701,2.814052586260711,2.3790904570320484
141,1.8260866631070478,131.22911284560485,154.16064867385836,270.716203999831,-20.91840698515144,85.75854262582607,294.5084333661873,303.0810230350176,5.425696143398877,6.27015505284197,2.638457712564805,3.2599880464888553
142,2.0706955342894267,641.5775985145513,240.0194583909165,271.14770121735717,-24.390919057652596,102.2874547751306,292.40170025129174,304.2290224248299,2.915497252870252,3.694719934042368,1.6706272405051645,1.947326324802754
143,1.3781751874153099,502.09878459640873,280.4541554752478,373.06157144785806,-11.985913998130382,160.70132510056746,318.25690239554785,328.1419675392127,1.901970939573387,3.9043456608267224,1.5674213451164147,2.479867789789858
144,0.4900324490241794,2151.249390028776,303.22860915276294,741.5343519177907,-9.880551155910169,174.7355812570422,294.8632800544895,302.96786385425156,6.98792875887641,1.2708580948213344,2.0999961252462995,0.9521164867401244
145,2.401341520928014,449.31859405462524,230.4242815800593,449.48895598344586,-9.558043843822315,120.31925508828198,291.5754153914861,278.6707697670679,3.7030855455154357,4.79304036926487,1.6686977463549852,2.3468687925897362
146,2.783241936679107,54.7589410327098,196.26967085511208,329.8715966575194,-11.21411319975616,110.01423632746713,260.56135619373373,273.477035564153,0.2439220566325253,8.254876628714275,1.529438832817632,4.085623877263951
148,1.9548880351099585,150.84603704805278,276.84060608403837,348.2832324176083,3.1735750649336403,163.97147513709518,279.7342002801793,274.73052423126046,6.855774477738141,5.39219944773375,2.0326162391179365,1.670568271707451
149,1.1523975519190799,1564.4232026162797,309.4636888632649,882.2228520818742,-5.928841250364716,149.46188057271368,280.78220479642073,286.7600148050911,9.901439666989635,4.4724833787808596,3.926027732496857,2.1257314153167015
150,0.23821072253083964,881.1250784063336,210.64314019816524,262.5330553476216,-2.3016866991107676,150.13422670460562,398.995693395075,405.56619061451124,10.318296092166555,5.618729065599926,4.18783415771244,2.974664910454569
151,0.1501610947869758,1201.458325565331,207.35674839300322,474.8962867499465,-4.057047835808181,155.91362940369171,365.09579109216145,344.58128618755046,10.491593774546555,4.129172017159592,2.9986296551658107,1.1514270355093617
